loan_id,id,user_id,customer_id,loan_type,principal,principal_amount,tenure_months,interest_rate,interest_rate_apr,emi_amount,monthly_emi,months_paid,months_remaining,emi_day,next_due_date,status,nach_mandate_active,created_at
LN00591,LN00591,USR0378,USR0378,VEHICLE_LOAN,720000,720000.0,41,9.07,9.07,20488,20488.0,25,16,5,2026-09-05,ACTIVE,1,2023-09-28 00:00:00
LN00592,LN00592,USR0379,USR0379,PERSONAL_LOAN,110000,110000.0,59,12.59,12.59,2510,2510.0,19,40,8,2026-09-08,ACTIVE,1,2022-09-09 00:00:00
LN00593,LN00593,USR0379,USR0379,CREDIT_CARD_DEBT,100000,100000.0,26,24.35,24.35,4988,4988.0,5,21,3,2026-09-03,ACTIVE,1,2022-09-09 00:00:00
LN00594,LN00594,USR0381,USR0381,VEHICLE_LOAN,690000,690000.0,37,9.62,9.62,21625,21625.0,3,34,6,2026-09-06,ACTIVE,1,2022-06-25 00:00:00
LN00595,LN00595,USR0382,USR0382,VEHICLE_LOAN,800000,800000.0,65,8.04,8.04,15222,15222.0,56,9,9,2026-09-09,ACTIVE,1,2023-07-02 00:00:00
LN00596,LN00596,USR0382,USR0382,EDUCATION_LOAN,1140000,1140000.0,119,10.89,10.89,15705,15705.0,18,101,9,2026-09-09,ACTIVE,1,2023-07-02 00:00:00
LN00597,LN00597,USR0383,USR0383,EDUCATION_LOAN,1480000,1480000.0,120,8.94,8.94,18700,18700.0,45,75,9,2026-09-09,ACTIVE,1,2024-08-05 00:00:00
LN00598,LN00598,USR0383,USR0383,PERSONAL_LOAN,640000,640000.0,23,14.75,14.75,32114,32114.0,19,4,10,2026-09-10,ACTIVE,1,2024-08-05 00:00:00
LN00599,LN00599,USR0384,USR0384,CREDIT_CARD_DEBT,240000,240000.0,26,26.26,26.26,12202,12202.0,24,2,10,2026-09-10,ACTIVE,1,2022-04-26 00:00:00
LN00600,LN00600,USR0386,USR0386,EDUCATION_LOAN,1690000,1690000.0,118,8.36,8.36,21054,21054.0,23,95,8,2026-09-08,ACTIVE,1,2023-11-10 00:00:00
LN00601,LN00601,USR0386,USR0386,VEHICLE_LOAN,470000,470000.0,70,8.07,8.07,8440,8440.0,15,55,2,2026-09-02,ACTIVE,1,2023-11-10 00:00:00
LN00602,LN00602,USR0388,USR0388,EDUCATION_LOAN,1230000,1230000.0,83,9.04,9.04,19986,19986.0,27,56,5,2026-09-05,ACTIVE,1,2023-07-16 00:00:00
LN00603,LN00603,USR0388,USR0388,VEHICLE_LOAN,570000,570000.0,45,8.01,8.01,14706,14706.0,20,25,1,2026-09-01,ACTIVE,1,2023-07-16 00:00:00
LN00604,LN00604,USR0389,USR0389,HOME_LOAN,5880000,5880000.0,253,9.45,9.45,53683,53683.0,53,200,3,2026-09-03,ACTIVE,1,2022-05-16 00:00:00
LN00605,LN00605,USR0390,USR0390,EDUCATION_LOAN,440000,440000.0,90,10.7,10.7,7131,7131.0,35,55,1,2026-09-01,ACTIVE,1,2024-09-30 00:00:00
LN00606,LN00606,USR0390,USR0390,VEHICLE_LOAN,980000,980000.0,80,11.12,11.12,17401,17401.0,60,20,8,2026-09-08,ACTIVE,1,2024-09-30 00:00:00
LN00607,LN00607,USR0391,USR0391,CREDIT_CARD_DEBT,110000,110000.0,15,29.45,29.45,8854,8854.0,1,14,7,2026-09-07,ACTIVE,1,2021-09-23 00:00:00
LN00608,LN00608,USR0392,USR0392,EDUCATION_LOAN,770000,770000.0,98,8.74,8.74,11019,11019.0,15,83,1,2026-09-01,ACTIVE,1,2023-09-18 00:00:00
LN00609,LN00609,USR0393,USR0393,EDUCATION_LOAN,1600000,1600000.0,72,9.42,9.42,29176,29176.0,27,45,9,2026-09-09,ACTIVE,1,2021-05-02 00:00:00
LN00610,LN00610,USR0394,USR0394,CREDIT_CARD_DEBT,240000,240000.0,18,40.97,40.97,18067,18067.0,8,10,3,2026-09-03,ACTIVE,1,2021-05-28 00:00:00
LN00611,LN00611,USR0395,USR0395,EDUCATION_LOAN,1990000,1990000.0,74,9.63,9.63,35767,35767.0,17,57,2,2026-09-02,ACTIVE,1,2024-03-21 00:00:00
LN00612,LN00612,USR0395,USR0395,CREDIT_CARD_DEBT,240000,240000.0,19,25.36,25.36,15468,15468.0,8,11,9,2026-09-09,ACTIVE,1,2024-03-21 00:00:00
LN00613,LN00613,USR0396,USR0396,EDUCATION_LOAN,760000,760000.0,78,8.59,8.59,12750,12750.0,42,36,9,2026-09-09,ACTIVE,1,2024-10-24 00:00:00
LN00614,LN00614,USR0398,USR0398,VEHICLE_LOAN,980000,980000.0,48,10.31,10.31,25001,25001.0,5,43,3,2026-09-03,ACTIVE,1,2023-10-12 00:00:00
LN00615,LN00615,USR0398,USR0398,EDUCATION_LOAN,640000,640000.0,68,10.43,10.43,12505,12505.0,19,49,2,2026-09-02,ACTIVE,1,2023-10-12 00:00:00
LN00616,LN00616,USR0399,USR0399,EDUCATION_LOAN,1020000,1020000.0,77,10.02,10.02,18012,18012.0,45,32,10,2026-09-10,ACTIVE,1,2021-04-07 00:00:00
LN00617,LN00617,USR0399,USR0399,CREDIT_CARD_DEBT,80000,80000.0,21,30.21,30.21,4952,4952.0,7,14,6,2026-09-06,ACTIVE,1,2021-04-07 00:00:00
LN00618,LN00618,USR0400,USR0400,HOME_LOAN,3740000,3740000.0,132,8.44,8.44,43585,43585.0,35,97,1,2026-09-01,ACTIVE,1,2021-11-29 00:00:00
LN00619,LN00619,USR0400,USR0400,PERSONAL_LOAN,720000,720000.0,23,14.39,14.39,36006,36006.0,4,19,5,2026-09-05,ACTIVE,1,2021-11-29 00:00:00
LN00620,LN00620,USR0401,USR0401,VEHICLE_LOAN,350000,350000.0,44,8.03,8.03,9209,9209.0,29,15,1,2026-09-01,ACTIVE,1,2023-06-19 00:00:00
LN00621,LN00621,USR0402,USR0402,VEHICLE_LOAN,650000,650000.0,45,8.54,8.54,16932,16932.0,1,44,8,2026-09-08,ACTIVE,1,2023-12-31 00:00:00
LN00622,LN00622,USR0402,USR0402,PERSONAL_LOAN,770000,770000.0,25,13.41,13.41,35473,35473.0,11,14,7,2026-09-07,ACTIVE,1,2023-12-31 00:00:00
LN00623,LN00623,USR0404,USR0404,EDUCATION_LOAN,1490000,1490000.0,110,8.23,8.23,19336,19336.0,52,58,8,2026-09-08,ACTIVE,1,2022-11-29 00:00:00
LN00624,LN00624,USR0405,USR0405,EDUCATION_LOAN,1690000,1690000.0,89,9.38,9.38,26425,26425.0,45,44,1,2026-09-01,ACTIVE,1,2023-09-27 00:00:00
LN00625,LN00625,USR0406,USR0406,VEHICLE_LOAN,630000,630000.0,41,8.18,8.18,17665,17665.0,10,31,1,2026-09-01,ACTIVE,1,2022-09-24 00:00:00
LN00626,LN00626,USR0407,USR0407,VEHICLE_LOAN,650000,650000.0,61,8.84,8.84,13267,13267.0,5,56,9,2026-09-09,ACTIVE,1,2021-06-07 00:00:00
LN00627,LN00627,USR0408,USR0408,EDUCATION_LOAN,1750000,1750000.0,71,10.94,10.94,33588,33588.0,13,58,5,2026-09-05,ACTIVE,1,2022-07-28 00:00:00
LN00628,LN00628,USR0409,USR0409,CREDIT_CARD_DEBT,220000,220000.0,32,28.36,28.36,9876,9876.0,1,31,2,2026-09-02,ACTIVE,1,2024-10-06 00:00:00
LN00629,LN00629,USR0410,USR0410,PERSONAL_LOAN,240000,240000.0,27,15.73,15.73,10612,10612.0,24,3,1,2026-09-01,ACTIVE,1,2023-06-26 00:00:00
LN00630,LN00630,USR0410,USR0410,EDUCATION_LOAN,1990000,1990000.0,72,10.14,10.14,37007,37007.0,30,42,2,2026-09-02,ACTIVE,1,2023-06-26 00:00:00
LN00631,LN00631,USR0410,USR0410,CREDIT_CARD_DEBT,250000,250000.0,22,34.25,34.25,15459,15459.0,7,15,8,2026-09-08,ACTIVE,1,2023-06-26 00:00:00
LN00632,LN00632,USR0412,USR0412,CREDIT_CARD_DEBT,160000,160000.0,27,25.32,25.32,7834,7834.0,10,17,6,2026-09-06,ACTIVE,1,2021-09-17 00:00:00
LN00633,LN00633,USR0413,USR0413,PERSONAL_LOAN,790000,790000.0,59,11.55,11.55,17612,17612.0,36,23,9,2026-09-09,ACTIVE,1,2021-11-04 00:00:00
LN00634,LN00634,USR0413,USR0413,HOME_LOAN,6760000,6760000.0,151,9.32,9.32,76192,76192.0,17,134,8,2026-09-08,ACTIVE,1,2021-11-04 00:00:00
LN00635,LN00635,USR0414,USR0414,VEHICLE_LOAN,1160000,1160000.0,59,10.09,10.09,25020,25020.0,57,2,1,2026-09-01,ACTIVE,1,2022-11-07 00:00:00
LN00636,LN00636,USR0414,USR0414,PERSONAL_LOAN,780000,780000.0,54,14.67,14.67,19818,19818.0,14,40,2,2026-09-02,ACTIVE,1,2022-11-07 00:00:00
LN00637,LN00637,USR0415,USR0415,PERSONAL_LOAN,430000,430000.0,52,14.45,14.45,11175,11175.0,28,24,6,2026-09-06,ACTIVE,1,2023-01-24 00:00:00
LN00638,LN00638,USR0416,USR0416,HOME_LOAN,5840000,5840000.0,162,8.83,8.83,61825,61825.0,51,111,5,2026-09-05,ACTIVE,1,2024-07-30 00:00:00
LN00639,LN00639,USR0418,USR0418,PERSONAL_LOAN,640000,640000.0,37,13.24,13.24,21161,21161.0,16,21,1,2026-09-01,ACTIVE,1,2022-06-24 00:00:00
LN00640,LN00640,USR0419,USR0419,CREDIT_CARD_DEBT,20000,20000.0,25,30.43,30.43,1090,1090.0,5,20,6,2026-09-06,ACTIVE,1,2022-08-01 00:00:00
LN00641,LN00641,USR0419,USR0419,EDUCATION_LOAN,1880000,1880000.0,109,8.69,8.69,25000,25000.0,6,103,4,2026-09-04,ACTIVE,1,2022-08-01 00:00:00
LN00642,LN00642,USR0420,USR0420,PERSONAL_LOAN,260000,260000.0,17,12.27,12.27,16740,16740.0,11,6,1,2026-09-01,ACTIVE,1,2021-07-15 00:00:00
LN00643,LN00643,USR0420,USR0420,EDUCATION_LOAN,1760000,1760000.0,63,10.19,10.19,36188,36188.0,23,40,3,2026-09-03,ACTIVE,1,2021-07-15 00:00:00
LN00644,LN00644,USR0421,USR0421,CREDIT_CARD_DEBT,120000,120000.0,31,24.53,24.53,5264,5264.0,4,27,3,2026-09-03,ACTIVE,1,2023-07-03 00:00:00
LN00645,LN00645,USR0422,USR0422,CREDIT_CARD_DEBT,170000,170000.0,13,26.13,26.13,15156,15156.0,6,7,9,2026-09-09,ACTIVE,1,2022-10-27 00:00:00
LN00646,LN00646,USR0423,USR0423,VEHICLE_LOAN,600000,600000.0,64,11.68,11.68,12640,12640.0,47,17,4,2026-09-04,ACTIVE,1,2023-04-11 00:00:00
LN00647,LN00647,USR0424,USR0424,EDUCATION_LOAN,470000,470000.0,106,10.28,10.28,6765,6765.0,9,97,5,2026-09-05,ACTIVE,1,2024-04-05 00:00:00
LN00648,LN00648,USR0424,USR0424,VEHICLE_LOAN,570000,570000.0,38,9.57,9.57,17447,17447.0,32,6,8,2026-09-08,ACTIVE,1,2024-04-05 00:00:00
LN00649,LN00649,USR0425,USR0425,EDUCATION_LOAN,1870000,1870000.0,104,10.85,10.85,27816,27816.0,32,72,4,2026-09-04,ACTIVE,1,2021-11-22 00:00:00
LN00650,LN00650,USR0425,USR0425,CREDIT_CARD_DEBT,150000,150000.0,24,30.43,30.43,8420,8420.0,6,18,9,2026-09-09,ACTIVE,1,2021-11-22 00:00:00
LN00651,LN00651,USR0426,USR0426,EDUCATION_LOAN,800000,800000.0,106,9.69,9.69,11261,11261.0,30,76,5,2026-09-05,ACTIVE,1,2021-11-23 00:00:00
LN00652,LN00652,USR0426,USR0426,VEHICLE_LOAN,560000,560000.0,74,10.63,10.63,10349,10349.0,59,15,9,2026-09-09,ACTIVE,1,2021-11-23 00:00:00
LN00653,LN00653,USR0427,USR0427,VEHICLE_LOAN,390000,390000.0,40,11.67,11.67,11816,11816.0,34,6,3,2026-09-03,ACTIVE,1,2022-11-05 00:00:00
LN00654,LN00654,USR0428,USR0428,CREDIT_CARD_DEBT,140000,140000.0,15,27.98,27.98,11168,11168.0,14,1,5,2026-09-05,ACTIVE,1,2024-07-12 00:00:00
LN00655,LN00655,USR0429,USR0429,CREDIT_CARD_DEBT,30000,30000.0,17,27.15,27.15,2145,2145.0,15,2,1,2026-09-01,ACTIVE,1,2022-11-14 00:00:00
LN00656,LN00656,USR0430,USR0430,CREDIT_CARD_DEBT,80000,80000.0,29,41.11,41.11,4396,4396.0,6,23,1,2026-09-01,ACTIVE,1,2022-03-29 00:00:00
LN00657,LN00657,USR0430,USR0430,EDUCATION_LOAN,1330000,1330000.0,99,9.31,9.31,19297,19297.0,55,44,6,2026-09-06,ACTIVE,1,2022-03-29 00:00:00
LN00658,LN00658,USR0431,USR0431,VEHICLE_LOAN,720000,720000.0,56,11.04,11.04,16510,16510.0,47,9,2,2026-09-02,ACTIVE,1,2022-08-23 00:00:00
LN00659,LN00659,USR0432,USR0432,CREDIT_CARD_DEBT,100000,100000.0,32,40.09,40.09,5135,5135.0,13,19,4,2026-09-04,ACTIVE,1,2023-08-15 00:00:00
LN00660,LN00660,USR0433,USR0433,CREDIT_CARD_DEBT,230000,230000.0,10,31.55,31.55,26455,26455.0,5,5,6,2026-09-06,ACTIVE,1,2024-05-27 00:00:00
LN00661,LN00661,USR0433,USR0433,EDUCATION_LOAN,1650000,1650000.0,86,9.43,9.43,26466,26466.0,42,44,6,2026-09-06,ACTIVE,1,2024-05-27 00:00:00
LN00662,LN00662,USR0433,USR0433,VEHICLE_LOAN,700000,700000.0,43,8.82,8.82,19046,19046.0,7,36,9,2026-09-09,ACTIVE,1,2024-05-27 00:00:00
LN00663,LN00663,USR0434,USR0434,PERSONAL_LOAN,230000,230000.0,14,12.32,12.32,17722,17722.0,3,11,3,2026-09-03,ACTIVE,1,2021-07-11 00:00:00
LN00664,LN00664,USR0435,USR0435,PERSONAL_LOAN,240000,240000.0,18,10.89,10.89,14512,14512.0,16,2,4,2026-09-04,ACTIVE,1,2021-05-09 00:00:00
LN00665,LN00665,USR0435,USR0435,CREDIT_CARD_DEBT,40000,40000.0,9,40.93,40.93,5236,5236.0,1,8,10,2026-09-10,ACTIVE,1,2021-05-09 00:00:00
LN00666,LN00666,USR0436,USR0436,EDUCATION_LOAN,1060000,1060000.0,102,10.43,10.43,15713,15713.0,32,70,9,2026-09-09,ACTIVE,1,2023-11-17 00:00:00
LN00667,LN00667,USR0437,USR0437,EDUCATION_LOAN,930000,930000.0,83,10.08,10.08,15606,15606.0,15,68,10,2026-09-10,ACTIVE,1,2023-05-16 00:00:00
LN00668,LN00668,USR0437,USR0437,PERSONAL_LOAN,640000,640000.0,57,14.1,14.1,15468,15468.0,5,52,1,2026-09-01,ACTIVE,1,2023-05-16 00:00:00
LN00669,LN00669,USR0438,USR0438,EDUCATION_LOAN,1800000,1800000.0,89,9.62,9.62,28368,28368.0,52,37,1,2026-09-01,ACTIVE,1,2023-06-07 00:00:00
LN00670,LN00670,USR0438,USR0438,HOME_LOAN,3690000,3690000.0,212,8.35,8.35,33342,33342.0,36,176,7,2026-09-07,ACTIVE,1,2023-06-07 00:00:00
LN00671,LN00671,USR0440,USR0440,VEHICLE_LOAN,970000,970000.0,81,8.0,8.0,15537,15537.0,4,77,10,2026-09-10,ACTIVE,1,2022-06-01 00:00:00
LN00672,LN00672,USR0441,USR0441,VEHICLE_LOAN,720000,720000.0,69,8.22,8.22,13129,13129.0,3,66,2,2026-09-02,ACTIVE,1,2022-09-17 00:00:00
LN00673,LN00673,USR0442,USR0442,EDUCATION_LOAN,760000,760000.0,64,8.91,8.91,14962,14962.0,14,50,9,2026-09-09,ACTIVE,1,2023-08-03 00:00:00
LN00674,LN00674,USR0443,USR0443,PERSONAL_LOAN,260000,260000.0,18,10.51,10.51,15676,15676.0,8,10,9,2026-09-09,ACTIVE,1,2021-08-26 00:00:00
LN00675,LN00675,USR0444,USR0444,EDUCATION_LOAN,1950000,1950000.0,72,8.67,8.67,34831,34831.0,34,38,4,2026-09-04,ACTIVE,1,2021-02-15 00:00:00
LN00676,LN00676,USR0444,USR0444,PERSONAL_LOAN,560000,560000.0,48,14.58,14.58,15466,15466.0,41,7,3,2026-09-03,ACTIVE,1,2021-02-15 00:00:00
LN00677,LN00677,USR0445,USR0445,CREDIT_CARD_DEBT,120000,120000.0,29,29.45,29.45,5832,5832.0,4,25,10,2026-09-10,ACTIVE,1,2021-12-29 00:00:00
LN00678,LN00678,USR0445,USR0445,EDUCATION_LOAN,920000,920000.0,82,10.14,10.14,15597,15597.0,44,38,8,2026-09-08,ACTIVE,1,2021-12-29 00:00:00
LN00679,LN00679,USR0446,USR0446,EDUCATION_LOAN,690000,690000.0,110,9.11,9.11,9275,9275.0,12,98,9,2026-09-09,ACTIVE,1,2021-04-11 00:00:00
LN00680,LN00680,USR0446,USR0446,HOME_LOAN,7410000,7410000.0,222,9.11,9.11,69156,69156.0,33,189,6,2026-09-06,ACTIVE,1,2021-04-11 00:00:00
LN00681,LN00681,USR0446,USR0446,CREDIT_CARD_DEBT,250000,250000.0,27,37.58,37.58,13855,13855.0,6,21,9,2026-09-09,ACTIVE,1,2021-04-11 00:00:00
LN00682,LN00682,USR0447,USR0447,CREDIT_CARD_DEBT,160000,160000.0,20,35.9,35.9,10746,10746.0,12,8,6,2026-09-06,ACTIVE,1,2021-11-05 00:00:00
LN00683,LN00683,USR0448,USR0448,CREDIT_CARD_DEBT,150000,150000.0,16,36.77,36.77,12000,12000.0,14,2,6,2026-09-06,ACTIVE,1,2024-06-14 00:00:00
LN00684,LN00684,USR0450,USR0450,EDUCATION_LOAN,1330000,1330000.0,112,10.86,10.86,18942,18942.0,47,65,6,2026-09-06,ACTIVE,1,2021-03-12 00:00:00
LN00685,LN00685,USR0450,USR0450,CREDIT_CARD_DEBT,30000,30000.0,25,28.78,28.78,1609,1609.0,8,17,10,2026-09-10,ACTIVE,1,2021-03-12 00:00:00
LN00686,LN00686,USR0451,USR0451,EDUCATION_LOAN,870000,870000.0,83,10.14,10.14,14626,14626.0,29,54,8,2026-09-08,ACTIVE,1,2023-05-07 00:00:00
LN00687,LN00687,USR0451,USR0451,VEHICLE_LOAN,960000,960000.0,61,8.41,8.41,19395,19395.0,1,60,1,2026-09-01,ACTIVE,1,2023-05-07 00:00:00
LN00688,LN00688,USR0452,USR0452,VEHICLE_LOAN,710000,710000.0,74,9.48,9.48,12708,12708.0,2,72,9,2026-09-09,ACTIVE,1,2023-04-04 00:00:00
LN00689,LN00689,USR0453,USR0453,PERSONAL_LOAN,680000,680000.0,31,14.33,14.33,26375,26375.0,8,23,4,2026-09-04,ACTIVE,1,2023-01-19 00:00:00
LN00690,LN00690,USR0453,USR0453,VEHICLE_LOAN,910000,910000.0,56,9.85,9.85,20335,20335.0,2,54,5,2026-09-05,ACTIVE,1,2023-01-19 00:00:00
LN00691,LN00691,USR0453,USR0453,HOME_LOAN,7530000,7530000.0,261,8.89,8.89,65296,65296.0,33,228,9,2026-09-09,ACTIVE,1,2023-01-19 00:00:00
LN00692,LN00692,USR0454,USR0454,VEHICLE_LOAN,1060000,1060000.0,38,9.1,9.1,32212,32212.0,30,8,6,2026-09-06,ACTIVE,1,2024-08-17 00:00:00
LN00693,LN00693,USR0454,USR0454,PERSONAL_LOAN,660000,660000.0,21,11.57,11.57,34868,34868.0,5,16,5,2026-09-05,ACTIVE,1,2024-08-17 00:00:00
LN00694,LN00694,USR0455,USR0455,VEHICLE_LOAN,540000,540000.0,73,11.91,11.91,10433,10433.0,16,57,4,2026-09-04,ACTIVE,1,2023-01-30 00:00:00
LN00695,LN00695,USR0456,USR0456,EDUCATION_LOAN,1520000,1520000.0,65,10.18,10.18,30518,30518.0,37,28,7,2026-09-07,ACTIVE,1,2024-01-10 00:00:00
LN00696,LN00696,USR0456,USR0456,VEHICLE_LOAN,760000,760000.0,72,11.79,11.79,14775,14775.0,59,13,4,2026-09-04,ACTIVE,1,2024-01-10 00:00:00
LN00697,LN00697,USR0457,USR0457,HOME_LOAN,4280000,4280000.0,243,7.83,7.83,35168,35168.0,12,231,8,2026-09-08,ACTIVE,1,2023-09-15 00:00:00
LN00698,LN00698,USR0457,USR0457,VEHICLE_LOAN,990000,990000.0,80,10.94,10.94,17485,17485.0,45,35,10,2026-09-10,ACTIVE,1,2023-09-15 00:00:00
LN00699,LN00699,USR0458,USR0458,HOME_LOAN,2150000,2150000.0,272,9.18,9.18,18815,18815.0,42,230,5,2026-09-05,ACTIVE,1,2024-11-03 00:00:00
LN00700,LN00700,USR0459,USR0459,HOME_LOAN,6220000,6220000.0,267,9.44,9.44,55820,55820.0,25,242,2,2026-09-02,ACTIVE,1,2024-12-23 00:00:00
LN00701,LN00701,USR0460,USR0460,VEHICLE_LOAN,430000,430000.0,63,10.82,10.82,8976,8976.0,27,36,2,2026-09-02,ACTIVE,1,2024-06-07 00:00:00
LN00702,LN00702,USR0460,USR0460,CREDIT_CARD_DEBT,210000,210000.0,33,33.84,33.84,9861,9861.0,15,18,10,2026-09-10,ACTIVE,1,2024-06-07 00:00:00
LN00703,LN00703,USR0461,USR0461,HOME_LOAN,2310000,2310000.0,198,8.51,8.51,21749,21749.0,34,164,1,2026-09-01,ACTIVE,1,2024-05-13 00:00:00
LN00704,LN00704,USR0461,USR0461,EDUCATION_LOAN,1550000,1550000.0,80,10.59,10.59,27094,27094.0,35,45,10,2026-09-10,ACTIVE,1,2024-05-13 00:00:00
LN00705,LN00705,USR0461,USR0461,CREDIT_CARD_DEBT,60000,60000.0,10,38.4,38.4,7106,7106.0,6,4,9,2026-09-09,ACTIVE,1,2024-05-13 00:00:00
LN00706,LN00706,USR0462,USR0462,VEHICLE_LOAN,600000,600000.0,45,8.53,8.53,15626,15626.0,4,41,7,2026-09-07,ACTIVE,1,2022-10-29 00:00:00
LN00707,LN00707,USR0463,USR0463,CREDIT_CARD_DEBT,60000,60000.0,24,29.58,29.58,3342,3342.0,17,7,2,2026-09-02,ACTIVE,1,2022-06-09 00:00:00
LN00708,LN00708,USR0463,USR0463,EDUCATION_LOAN,860000,860000.0,74,10.61,10.61,15885,15885.0,28,46,5,2026-09-05,ACTIVE,1,2022-06-09 00:00:00
LN00709,LN00709,USR0464,USR0464,CREDIT_CARD_DEBT,200000,200000.0,10,28.51,28.51,22705,22705.0,3,7,6,2026-09-06,ACTIVE,1,2021-07-23 00:00:00
LN00710,LN00710,USR0465,USR0465,HOME_LOAN,5430000,5430000.0,266,9.17,9.17,47804,47804.0,48,218,1,2026-09-01,ACTIVE,1,2023-09-01 00:00:00
LN00711,LN00711,USR0465,USR0465,EDUCATION_LOAN,1850000,1850000.0,95,8.04,8.04,26387,26387.0,26,69,5,2026-09-05,ACTIVE,1,2023-09-01 00:00:00
LN00712,LN00712,USR0466,USR0466,PERSONAL_LOAN,140000,140000.0,44,13.52,13.52,4053,4053.0,28,16,3,2026-09-03,ACTIVE,1,2024-03-18 00:00:00
LN00713,LN00713,USR0466,USR0466,VEHICLE_LOAN,490000,490000.0,84,9.23,9.23,7941,7941.0,9,75,8,2026-09-08,ACTIVE,1,2024-03-18 00:00:00
LN00714,LN00714,USR0467,USR0467,VEHICLE_LOAN,820000,820000.0,67,9.34,9.34,15753,15753.0,26,41,10,2026-09-10,ACTIVE,1,2022-11-08 00:00:00
LN00715,LN00715,USR0468,USR0468,PERSONAL_LOAN,380000,380000.0,27,10.88,10.88,15930,15930.0,3,24,5,2026-09-05,ACTIVE,1,2021-05-21 00:00:00
LN00716,LN00716,USR0468,USR0468,CREDIT_CARD_DEBT,200000,200000.0,30,29.14,29.14,9464,9464.0,14,16,6,2026-09-06,ACTIVE,1,2021-05-21 00:00:00
LN00717,LN00717,USR0469,USR0469,CREDIT_CARD_DEBT,180000,180000.0,9,29.98,29.98,22580,22580.0,7,2,7,2026-09-07,ACTIVE,1,2024-03-20 00:00:00
LN00718,LN00718,USR0469,USR0469,HOME_LOAN,2340000,2340000.0,213,8.25,8.25,20958,20958.0,23,190,4,2026-09-04,ACTIVE,1,2024-03-20 00:00:00
LN00719,LN00719,USR0470,USR0470,VEHICLE_LOAN,840000,840000.0,77,10.69,10.69,15122,15122.0,2,75,5,2026-09-05,ACTIVE,1,2022-12-28 00:00:00
LN00720,LN00720,USR0470,USR0470,CREDIT_CARD_DEBT,170000,170000.0,11,27.58,27.58,17666,17666.0,6,5,10,2026-09-10,ACTIVE,1,2022-12-28 00:00:00
LN00721,LN00721,USR0470,USR0470,EDUCATION_LOAN,1070000,1070000.0,112,10.25,10.25,14879,14879.0,52,60,8,2026-09-08,ACTIVE,1,2022-12-28 00:00:00
LN00722,LN00722,USR0471,USR0471,VEHICLE_LOAN,480000,480000.0,64,9.11,9.11,9497,9497.0,3,61,4,2026-09-04,ACTIVE,1,2022-11-07 00:00:00
LN00723,LN00723,USR0472,USR0472,VEHICLE_LOAN,1180000,1180000.0,84,8.27,8.27,18551,18551.0,47,37,2,2026-09-02,ACTIVE,1,2021-01-08 00:00:00
LN00724,LN00724,USR0472,USR0472,PERSONAL_LOAN,460000,460000.0,19,11.49,11.49,26595,26595.0,2,17,4,2026-09-04,ACTIVE,1,2021-01-08 00:00:00
LN00725,LN00725,USR0473,USR0473,CREDIT_CARD_DEBT,50000,50000.0,33,31.26,31.26,2277,2277.0,19,14,1,2026-09-01,ACTIVE,1,2024-10-30 00:00:00
LN00726,LN00726,USR0473,USR0473,PERSONAL_LOAN,620000,620000.0,33,14.38,14.38,22858,22858.0,8,25,5,2026-09-05,ACTIVE,1,2024-10-30 00:00:00
LN00727,LN00727,USR0474,USR0474,CREDIT_CARD_DEBT,100000,100000.0,21,31.16,31.16,6238,6238.0,1,20,6,2026-09-06,ACTIVE,1,2021-12-27 00:00:00
LN00728,LN00728,USR0475,USR0475,PERSONAL_LOAN,240000,240000.0,59,13.16,13.16,5546,5546.0,35,24,4,2026-09-04,ACTIVE,1,2022-03-24 00:00:00
LN00729,LN00729,USR0476,USR0476,VEHICLE_LOAN,490000,490000.0,70,10.63,10.63,9423,9423.0,34,36,5,2026-09-05,ACTIVE,1,2021-12-16 00:00:00
LN00730,LN00730,USR0477,USR0477,CREDIT_CARD_DEBT,160000,160000.0,25,25.39,25.39,8307,8307.0,24,1,3,2026-09-03,ACTIVE,1,2022-07-13 00:00:00
LN00731,LN00731,USR0477,USR0477,EDUCATION_LOAN,520000,520000.0,104,10.85,10.85,7735,7735.0,45,59,1,2026-09-01,ACTIVE,1,2022-07-13 00:00:00
LN00732,LN00732,USR0478,USR0478,EDUCATION_LOAN,550000,550000.0,97,9.8,9.8,8231,8231.0,58,39,9,2026-09-09,ACTIVE,1,2024-10-27 00:00:00
LN00733,LN00733,USR0479,USR0479,HOME_LOAN,5890000,5890000.0,163,8.03,8.03,59465,59465.0,4,159,5,2026-09-05,ACTIVE,1,2024-05-06 00:00:00
LN00734,LN00734,USR0479,USR0479,VEHICLE_LOAN,220000,220000.0,48,11.86,11.86,5778,5778.0,45,3,10,2026-09-10,ACTIVE,1,2024-05-06 00:00:00
LN00735,LN00735,USR0481,USR0481,EDUCATION_LOAN,1530000,1530000.0,63,9.83,9.83,31186,31186.0,30,33,1,2026-09-01,ACTIVE,1,2023-11-05 00:00:00
LN00736,LN00736,USR0482,USR0482,PERSONAL_LOAN,290000,290000.0,36,13.79,13.79,9882,9882.0,18,18,6,2026-09-06,ACTIVE,1,2023-06-06 00:00:00
LN00737,LN00737,USR0483,USR0483,HOME_LOAN,7680000,7680000.0,286,7.71,7.71,58753,58753.0,25,261,4,2026-09-04,ACTIVE,1,2021-10-17 00:00:00
